No,year,month,day,hour,pm2.5,DEWP,TEMP,PRES,cbwd,Iws,Is,Ir
,2016,6,13,21,20,-19,4,1011,SW,45.49301734,9,9
,2018,1,28,4,83,-11,38,1000,SE,23.10399629,4,1
,2011,1,8,6,261,6,21,1027,NE,44.60530508,5,4
,2018,2,18,4,146,17,31,1026,SE,8.29994828,9,0
,2021,3,4,3,256,10,-10,1015,SE,10.26708738,8,4
,2017,9,6,8,57,-24,27,1016,NE,17.64123615,4,6
,2019,3,9,4,14,21,24,1002,NW,18.31628211,3,0
,2010,8,10,21,161,23,-4,996,SW,37.26386351,4,9
,2019,6,4,1,162,27,34,997,NE,29.9705281,4,2
,2016,10,4,16,280,-17,2,1012,SE,27.6624713,4,5
,2021,5,7,18,279,-20,38,1015,NW,30.11877534,0,0
,2014,9,14,6,11,-24,-10,1016,SE,36.60956863,4,2
,2014,8,12,16,273,-2,3,998,NW,44.64083193,4,7
,2016,11,15,16,270,-21,18,1027,SW,20.73699782,0,8
,2020,3,17,15,207,-2,-8,1002,SW,40.14629715,3,6
,2019,7,21,7,26,-22,35,996,NW,24.75484415,7,3
,2013,4,21,18,71,5,13,1000,SW,36.10391213,3,6
,2010,8,13,17,59,17,-10,999,SE,43.7411894,6,6
,2015,7,1,23,144,-21,37,1022,NW,1.610741118,5,6
,2010,3,22,12,92,-12,-1,1028,SE,27.33148777,4,7
,2020,7,13,13,7,25,2,992,NW,49.46903132,8,3
,2010,6,16,17,78,0,25,1018,SE,24.81122073,7,3
,2021,6,13,12,26,-14,-2,1026,SW,43.21518413,4,8
,2017,11,9,9,173,-22,3,1005,NE,9.294992621,9,7
,2013,10,23,13,49,14,25,1005,SE,30.21435451,6,3
,2014,3,18,22,198,2,-1,996,NW,43.51529816,8,5
,2019,4,16,22,180,3,29,1004,SW,21.57665658,6,8
,2019,4,20,9,23,14,12,1027,NW,24.33610295,2,5
,2010,6,12,5,45,-7,24,995,SE,4.100895222,9,4
,2019,9,8,16,14,-22,-4,1007,NW,2.108604598,4,6
,2016,5,1,16,152,-24,31,1008,NW,23.43541498,8,1
,2020,8,13,10,221,-15,24,991,SE,42.17376658,8,7
,2011,5,22,18,205,-12,-9,992,SW,46.56621361,7,6
,2015,6,19,12,272,8,4,1014,SW,32.93265017,5,5
,2018,6,13,11,235,-25,-2,1025,SE,41.31992997,6,2
,2011,4,3,11,227,19,36,1017,SW,36.74270813,6,8
,2015,10,28,3,8,20,6,1027,NE,35.07429135,0,1
,2021,10,30,15,165,-20,28,1017,NW,38.45165494,7,3
,2021,5,1,22,213,-19,7,1021,SE,25.26514762,5,1
,2014,4,14,0,116,27,4,1025,NE,22.89690517,6,5
,2022,2,24,19,71,11,7,1028,NW,7.957176112,9,6
,2022,2,21,21,63,-18,13,1025,SE,42.19076584,9,8
,2022,8,1,13,204,-19,12,1012,SW,2.230694005,1,5
,2011,4,29,12,208,-10,1,991,SE,13.37220606,6,5
,2018,9,5,21,71,-21,12,999,SE,25.99580736,7,4
,2011,12,30,6,276,-11,10,995,NW,48.57990563,4,9
,2010,6,5,5,273,19,15,997,NW,39.29864711,0,9
,2018,12,11,0,94,5,-3,1004,NW,18.43356123,5,3
,2018,12,25,18,165,-3,19,1018,NE,35.69741953,2,9
,2018,5,28,0,31,-7,23,1017,SW,46.5684694,4,3
,2017,7,26,21,10,-26,-9,1011,SE,26.94417258,8,3
,2013,6,19,22,216,6,-6,1023,SE,23.09700978,6,4
,2018,4,12,14,288,29,20,1009,SW,27.64966361,7,0
,2011,10,25,11,101,-19,22,1022,SE,15.57650206,5,1
,2010,9,8,14,266,27,-7,1004,NW,45.36744053,8,2
,2021,6,10,2,213,4,-5,996,SE,39.86409062,2,6
,2019,3,18,9,178,9,12,1013,SW,35.27420562,0,0
,2016,4,9,0,87,23,34,1015,NE,29.45460403,9,2
,2015,4,11,0,40,-29,8,999,NE,48.47373892,3,6
,2012,8,30,22,75,19,32,1004,SW,14.88528647,7,5
,2011,5,30,20,45,10,34,1026,SE,14.15675825,5,1
,2017,8,31,15,159,14,-3,1013,SE,12.10691664,6,3
,2013,11,5,4,79,8,28,1000,NE,37.08879943,8,0
,2015,8,24,4,85,11,2,1029,SE,39.86428199,1,4
,2013,6,13,10,91,-22,-10,1010,NE,29.85570881,6,1
,2022,5,13,10,147,-9,-5,1029,SW,32.59918552,3,7
,2020,2,24,11,160,16,-4,1027,SW,17.44803823,6,9
,2018,1,4,20,201,-26,37,1004,SE,1.987877124,7,5
,2021,7,17,17,241,-19,16,1004,NW,12.68179218,1,0
,2022,10,27,13,1,-30,4,1026,NW,29.21516136,6,1
,2014,12,14,0,224,13,23,1003,NE,40.64663412,7,3
,2015,10,9,20,288,-9,12,1010,SW,38.85974892,0,2
,2018,11,22,7,232,7,37,1009,NE,8.97436821,9,8
,2015,7,2,2,76,20,38,1022,SW,2.572310504,4,0
,2011,2,4,17,115,-12,13,992,NE,42.528002,8,6
,2020,3,11,20,153,-15,4,1029,NE,3.779461635,1,8
,2010,11,10,22,102,0,24,1012,NE,19.66556314,5,8
,2018,8,5,19,193,20,-7,1012,SE,4.711282839,1,5
,2011,12,16,1,165,-28,33,1016,NW,28.20243552,2,6
,2011,4,6,8,89,-8,26,1024,SW,18.16682156,5,7
,2013,5,5,21,173,11,6,1014,NE,10.12468089,4,2
,2019,7,13,18,121,28,20,1021,NW,29.75838341,3,4
,2019,8,9,11,142,-13,27,1011,NE,18.16958949,6,3
,2012,1,10,10,105,-5,-1,997,NE,8.339412586,2,8
,2016,7,27,0,122,-18,39,1027,SW,35.00432063,9,8
,2016,3,2,15,8,27,16,1007,SE,41.84041549,6,3
,2012,5,15,0,261,-13,31,1017,NE,13.68712855,8,1
,2012,12,27,23,72,-28,-5,1017,SW,9.32125229,1,0
,2018,12,12,19,222,27,-5,1000,SE,3.762593099,4,2
,2016,1,12,8,40,29,4,1001,SE,26.39510625,0,1
,2012,11,3,4,203,-8,-7,991,NW,41.56468499,6,4
,2012,3,26,4,263,-28,37,1026,NW,12.53949475,1,5
,2022,5,15,7,177,24,29,993,NE,23.03188858,4,8
,2012,1,27,22,83,-6,-4,1023,NW,8.040172672,0,3
,2018,2,19,23,110,-4,38,1012,SW,20.2100412,0,3
,2017,3,13,13,250,27,34,1002,SW,0.772255378,3,3
,2022,8,3,3,6,13,36,996,NW,45.53645339,6,0
,2016,5,13,11,83,-4,15,1021,SW,33.82859475,6,2
,2017,5,31,1,207,21,20,1012,SW,16.64068588,7,3
,2010,3,22,5,21,8,-9,997,NE,44.059913,8,0
,2018,9,24,13,2,-6,17,1026,NE,9.146481472,3,4
,2014,9,5,12,126,-7,31,1023,SW,3.936686593,1,9
,2022,12,11,22,296,-23,2,1018,NW,47.13107906,9,8
,2014,12,22,21,187,-22,7,1026,SW,15.45084809,9,0
,2014,2,17,2,13,15,19,1012,SE,46.79866971,2,6
,2018,8,26,18,11,6,0,1027,SE,31.88064596,8,1
,2014,1,19,4,86,-1,2,1018,SE,49.00214664,7,9
,2011,5,20,22,11,22,13,994,NE,37.67146061,5,8
,2015,7,27,17,24,-12,18,1029,NW,5.274193346,2,3
,2016,8,23,11,242,22,-6,1000,SW,42.61143335,9,2
,2020,8,27,10,121,-15,24,1003,NW,7.393926126,7,6
,2016,6,12,3,146,-7,8,991,NW,34.60988029,1,5
,2016,7,29,11,54,13,2,1024,NW,25.02037247,3,9
,2020,4,5,23,237,-10,-6,1024,SE,35.38625041,3,7
,2011,10,17,18,172,5,33,1017,SW,38.24947663,8,8
,2015,7,19,6,220,9,3,997,NE,40.18326057,7,6
,2018,7,11,9,118,8,27,1021,NW,41.74900663,6,5
,2010,9,2,18,182,16,11,993,NW,42.36122608,3,7
,2012,11,6,23,287,-25,-2,996,SE,20.62872133,6,8
,2021,2,21,22,299,-26,38,1028,SE,44.46140361,0,7
,2015,11,3,0,81,-17,29,1016,SW,35.97901268,7,5
,2016,8,15,15,210,22,15,1026,NE,41.94854657,7,7
,2011,9,18,3,149,14,34,1006,NE,49.45956764,8,8
,2019,3,17,22,36,11,-6,999,SE,5.820737107,8,5
,2017,8,15,11,58,19,18,993,SW,18.52898488,0,5
,2020,1,2,12,130,-27,11,1012,NW,40.32735104,9,1
,2022,10,5,20,201,-23,38,1003,SW,4.31517357,6,8
,2015,5,5,2,242,-7,-8,994,NE,27.03905327,0,7
,2021,1,9,15,34,-20,17,991,SE,42.91989795,5,4
,2018,1,6,1,92,-14,27,1013,NW,0.94956316,4,9
,2018,6,19,8,206,19,3,1007,NW,46.97594493,1,2
,2018,5,10,5,212,-10,36,1016,NE,48.9072412,2,8
,2018,5,27,9,158,26,3,1013,NW,16.11404649,7,9
,2011,2,19,16,23,-5,32,1018,SW,38.33955957,1,6
,2019,10,19,4,292,12,0,1000,NE,6.358805133,3,8
,2022,9,16,11,3,17,-2,1007,NE,38.64321353,2,6
,2019,12,12,22,219,13,27,993,NW,24.07608404,6,7
,2022,5,24,7,19,14,36,1022,NE,43.01365393,7,9
,2016,3,9,20,151,-4,33,1003,SE,10.63032136,3,4
,2014,11,3,11,49,-15,-5,1021,SW,33.63289766,5,9
,2018,7,17,11,176,24,-10,993,NE,39.30595872,2,9
,2010,6,30,9,95,-5,14,1009,SE,10.12461326,6,5
,2019,11,27,12,104,22,5,1010,NW,40.91436388,7,7
,2016,6,24,0,249,2,4,992,NE,47.89927505,6,6
,2019,5,10,1,116,0,23,1014,SE,30.80393,3,0
,2014,4,18,19,227,17,6,993,NW,39.24252084,9,9
,2020,6,7,14,65,16,-8,1000,SE,26.62919297,8,3
,2018,7,7,9,261,-25,-8,1005,NW,29.90516805,9,7
,2016,12,9,0,294,13,26,1025,SW,0.667621726,7,8
,2013,8,16,19,242,-23,6,995,NE,26.21436334,5,5
,2020,2,24,21,185,-24,38,1020,SW,28.77818749,1,3
,2017,4,11,21,245,3,27,1029,SW,33.50237729,9,1
,2018,11,9,17,124,13,-10,1002,NE,8.469530442,6,8
,2018,7,1,0,267,22,-4,1012,SW,12.06871312,8,0
,2019,3,12,11,130,-17,15,993,SW,37.80023158,8,4
,2013,5,3,7,236,-15,36,1026,SE,8.381941001,8,7
,2015,10,20,8,17,12,28,1026,NW,20.80130362,8,3
,2013,7,19,22,39,21,8,1022,SW,12.52451095,5,0
,2010,9,8,19,20,-22,19,1018,NE,27.25920518,0,3
,2015,6,7,1,224,-21,32,1026,SE,49.34354406,5,4
,2017,2,5,15,281,-14,3,1008,NW,42.60189488,4,4
,2015,9,5,22,7,-19,2,1009,SW,13.473717,6,0
,2022,6,20,21,99,-25,9,1021,SW,18.43059053,7,1
,2021,10,5,13,239,-12,15,1005,NE,45.93167912,0,5
,2012,12,12,22,86,12,16,994,SW,44.91474862,9,9
,2022,2,21,0,297,10,14,1001,NE,8.026401922,3,4
,2017,1,20,13,13,22,-2,1010,SW,41.46355659,3,8
,2019,12,5,19,1,-2,30,1003,SW,14.88039524,0,6
,2018,4,23,16,292,-25,37,1026,NE,27.19015797,3,4
,2010,2,25,22,40,28,1,1011,NW,0.254919465,6,8
,2020,12,7,5,110,-6,-1,1019,SE,49.92950954,5,0
,2020,7,1,7,13,26,-5,1012,NE,38.05482348,3,2
,2015,11,25,17,230,-7,39,994,NW,12.08665299,1,1
,2019,7,19,7,83,-6,23,1018,NW,34.18974471,6,6
,2017,3,2,7,129,-15,30,1019,NE,14.66536814,7,8
,2011,11,12,1,230,21,8,1007,SE,4.472790699,8,1
,2013,10,10,15,144,-15,-5,990,NE,21.26549782,8,5
,2022,1,25,12,27,-25,-9,1028,SW,30.68594312,3,1
,2010,2,28,13,65,6,4,1006,SW,4.488872911,2,2
,2013,8,28,6,162,-10,6,992,NW,25.92031493,4,0
,2011,4,16,2,228,-27,5,996,SW,25.74321162,5,5
,2012,3,11,20,260,3,17,1016,SE,31.43226203,7,1
,2013,10,18,7,163,-3,10,1017,NE,12.23228193,2,2
,2012,7,30,0,286,7,-3,1020,SE,1.032074162,5,5
,2015,10,31,16,9,10,-1,1004,NW,16.24287534,4,5
,2022,4,26,7,194,-3,-1,997,SW,19.92905963,6,3
,2016,2,29,5,117,-14,39,995,SW,31.78705273,8,0
,2020,3,12,18,269,-17,-1,1017,NE,46.50859311,6,6
,2016,4,9,10,79,-24,-2,993,SE,10.16927614,5,1
,2010,1,21,7,92,-9,17,1019,SE,34.36668144,8,5
,2014,8,22,7,265,20,13,1006,NE,4.870045469,9,6
,2012,11,7,9,256,-30,8,1023,SW,9.531087778,3,1
,2021,8,7,9,132,-2,22,995,NW,25.45672558,0,5
,2010,5,13,21,275,21,-7,1025,NW,35.41887896,7,0
,2010,6,20,22,263,0,-8,1024,NE,42.9284268,5,5
,2011,4,13,12,170,-1,31,1028,NE,37.1951716,5,7
,2019,11,20,21,0,26,1,1028,NE,0.767639343,4,7
,2017,3,28,2,63,-16,7,1005,SE,34.1965663,9,6
,2013,3,5,16,283,-13,12,991,SW,41.23288519,2,3
,2019,4,25,20,120,4,9,997,SW,26.27667387,5,3
,2012,6,14,21,106,19,-5,1004,NE,48.27993455,0,4
,2017,2,16,14,174,-1,23,1016,NW,0.215621122,6,7
,2011,6,13,5,203,3,31,1005,SE,40.93289753,5,3
,2018,8,26,16,164,11,-9,990,NE,16.7409866,4,8
,2013,9,12,23,119,-20,19,999,SE,32.52248909,2,2
,2020,4,1,0,43,-4,-2,996,NE,34.67409472,7,8
,2018,5,8,2,155,-7,16,999,SE,15.31245082,3,1
,2010,8,8,7,206,4,31,1001,NW,49.77122499,8,5
,2014,10,23,7,107,8,23,1006,NW,5.162501404,8,4
,2019,2,22,10,250,-23,29,1001,NW,7.851454258,4,4
,2016,10,27,15,129,20,13,1004,NW,44.60958526,6,5
,2020,2,15,0,292,-13,38,1021,SW,5.958993822,5,9
,2013,9,3,10,19,-18,6,1021,SW,19.06431324,5,6
,2021,11,29,16,281,14,18,1015,SE,36.65711059,3,3
,2021,6,31,12,284,-7,25,1003,NE,39.57459304,9,3
,2014,10,27,23,0,20,39,1015,SW,47.73345884,7,8
,2020,9,8,1,118,-8,1,994,NE,39.47869173,9,3
,2018,10,23,4,34,-19,20,1027,SE,42.22661921,2,7
,2015,7,24,23,197,18,38,993,NE,47.46880028,4,9
,2022,5,18,20,244,-1,-2,1017,NW,27.68438461,0,0
,2015,12,24,11,58,0,8,990,NW,17.171673,0,3
,2011,9,29,14,160,-3,35,1002,SW,38.08065723,8,1
,2010,9,7,6,178,-9,35,992,SE,8.177079321,3,9
,2013,2,29,5,205,13,6,1014,SW,3.4115835,8,4
,2019,8,22,4,11,-3,-9,1005,SW,39.26654326,6,1
,2012,8,25,14,275,-18,29,1010,SW,47.5335679,9,6
,2020,2,12,2,180,-6,-6,1002,SE,22.12234725,7,9
,2016,10,15,21,241,13,28,1025,NW,8.056672672,8,6
,2016,7,8,8,215,20,37,997,NW,24.8510488,0,8
,2015,1,29,22,250,15,5,1008,SW,19.6658926,6,3
,2014,5,16,16,298,-24,6,1005,NE,18.62369699,7,4
,2012,5,5,20,125,14,16,1001,NW,31.404042,1,2
,2013,10,5,22,216,-25,-4,1009,NW,8.736785736,9,6
,2022,5,9,13,284,-7,-3,1007,SE,19.02407743,8,4
,2014,2,13,6,184,-12,-3,1001,NW,43.43384196,0,8
,2013,3,30,14,38,-12,12,1014,NW,36.48325488,2,6
,2012,6,15,6,222,5,21,1000,SW,2.779423339,8,3
,2011,1,8,12,183,20,32,1011,SW,25.6951898,0,6
,2014,12,12,13,177,-22,36,1023,SE,4.564765895,3,0
,2011,6,20,21,293,17,7,1002,SE,47.87482145,9,1
,2011,6,29,10,150,28,27,1027,NE,12.23203204,5,2
,2011,7,9,17,125,5,1,1001,NW,46.63105129,5,4
,2011,9,27,12,233,7,4,1028,SW,41.70042042,3,4
,2017,9,15,11,7,9,17,1025,SW,27.56822173,9,6
,2021,4,15,1,128,28,27,1017,NW,16.81522864,9,8
,2016,2,31,9,263,-2,39,1016,SE,42.89733403,9,9
,2018,5,13,21,156,-7,20,1028,SW,7.639185047,9,8
,2012,1,15,10,4,17,-2,1002,SE,8.998705695,0,5
,2010,12,22,15,85,-26,-3,1029,SW,11.23613387,4,6
,2015,12,5,16,174,22,35,1016,SW,29.88484489,4,7
,2018,5,10,13,289,23,8,1020,NE,15.71626123,2,3
,2022,12,23,21,192,11,-3,991,SW,49.45907197,2,6
,2010,10,30,20,118,24,23,1007,NW,9.755651765,3,5
,2010,3,25,12,217,14,-7,1015,NW,40.28050488,2,7
,2013,7,12,16,113,-5,20,1020,NW,4.791810925,2,0
,2019,7,17,4,144,-17,27,1027,SE,17.67232811,2,4
,2010,3,9,3,25,8,-8,1011,SW,12.18812501,6,2
,2018,5,29,10,135,-2,24,1025,SE,48.84179743,8,8
,2015,9,26,16,231,21,8,1008,NE,1.286528989,0,8
,2014,4,5,2,75,-25,32,1003,SW,36.08347629,7,2
,2020,2,9,1,288,-24,18,1003,NW,12.38610627,9,9
,2014,3,5,0,0,6,-1,1018,NE,40.56243313,0,1
,2020,11,23,17,146,22,1,1006,NE,15.56121998,8,4
,2020,1,14,15,286,-13,35,1026,SW,9.364212251,7,3
,2020,5,7,10,141,-8,19,998,NW,34.65199257,5,6
,2021,9,9,6,52,13,19,990,SE,12.87882679,5,7
,2021,2,31,4,68,7,7,993,SW,24.2773435,9,3
,2011,3,12,17,89,28,13,996,NW,6.576671116,6,2
,2012,3,5,3,219,-30,21,1000,NE,36.22990055,7,8
,2021,7,7,21,191,-27,-2,1003,SW,20.34181025,6,7
,2016,12,5,7,62,20,36,1008,NE,7.028987972,0,6
,2013,10,20,21,72,13,13,1029,NW,37.07975234,9,7
,2015,7,29,5,160,16,15,992,SE,5.168109602,3,7
,2017,11,17,21,168,4,-8,997,SE,28.74102113,3,9
,2010,1,11,20,88,-8,12,1018,NE,30.37425848,8,7
,2020,3,5,20,175,-4,0,1026,NE,46.51752502,8,0
,2022,1,28,21,268,29,-1,998,NE,7.549024927,2,3
,2015,9,4,21,72,-5,39,1008,SW,32.66731799,8,9
,2010,7,27,0,244,21,25,1001,NW,19.03842907,4,6
,2021,5,1,6,76,29,2,1016,NE,20.04071735,5,5
,2021,7,26,5,158,-23,18,1026,NE,25.0912591,6,2
,2021,3,1,21,97,12,27,1014,NE,11.6892306,2,2
,2017,3,14,0,101,-15,2,1027,SE,23.05916195,3,3
,2013,1,21,6,131,10,15,1006,NE,34.34230842,4,9
,2014,5,28,13,101,-28,9,1022,NW,22.85565198,0,5
,2019,7,28,5,18,1,-6,1028,SE,2.125421367,7,0
,2011,3,9,9,81,-26,9,1003,NW,12.89131238,6,9
,2012,5,1,17,278,-11,3,1017,SE,17.57301064,1,3
,2016,10,8,15,128,-17,34,1007,SE,17.73605684,6,8
,2016,1,13,11,88,29,3,1022,SW,4.050344626,8,6
,2021,7,9,10,212,1,-3,1004,SE,22.47852758,4,5
,2020,11,15,23,142,-5,37,1000,SE,34.59745095,5,4
,2017,8,27,7,64,16,2,1025,NW,2.433600902,4,1
,2022,8,11,14,75,-25,13,1004,NW,37.54620862,0,1
,2012,1,26,22,198,28,4,1019,NE,47.75526015,5,5
,2011,4,4,11,142,27,-10,1004,SW,0.466907819,6,8
,2011,9,29,22,92,5,11,1012,SE,9.684615797,4,8
,2015,2,8,6,223,9,23,1004,SW,27.17438912,2,0
,2011,1,13,15,290,20,39,1018,NE,10.90247433,5,6
,2020,6,17,3,101,28,29,1000,SW,38.23130158,6,6
,2013,11,4,0,266,-26,-8,1007,SE,15.60671575,9,9
,2018,11,10,0,109,-18,15,1029,NW,14.68126412,9,1
,2019,1,2,20,264,1,3,1020,SW,0.046193789,8,9
,2012,6,26,14,2,-15,30,998,SE,13.50630941,6,3
,2010,1,30,13,84,-30,-3,1011,NE,10.8835261,2,7
,2011,6,15,14,281,-18,38,1000,SE,17.16204836,0,5
,2019,9,20,1,116,23,5,1006,SW,7.382832651,6,6
,2022,5,30,15,220,-20,31,1022,SE,29.73243332,7,9
,2019,4,18,4,153,22,10,1000,SE,11.93707717,0,5
,2016,8,30,10,152,-23,-1,1028,SW,41.58754324,4,8
,2018,4,14,10,11,-6,14,997,SW,14.22789734,7,9
,2018,4,3,0,132,9,27,993,NE,10.54347997,9,9
,2013,11,1,1,292,1,11,1025,SE,2.837568097,6,8
,2017,9,26,0,299,-7,38,1008,NW,36.9953345,1,5
,2010,1,3,2,227,-3,37,1013,SW,25.41040875,3,5
,2020,12,23,19,270,-17,36,1007,SE,5.689149869,5,8
,2020,3,27,0,42,14,35,1022,NW,11.06673913,6,9
,2015,11,13,16,20,-28,-7,1025,NW,49.9359536,6,8
,2017,4,8,1,106,5,-7,999,SE,40.30143634,2,2
,2011,8,22,13,116,-4,19,1003,SE,17.49347429,7,6
,2017,1,17,19,123,-11,-9,996,SE,27.12774153,6,2
,2013,3,23,1,280,16,18,1001,NW,20.80085795,3,3
,2011,2,29,17,291,-16,32,1011,SE,1.81947827,9,8
,2013,6,16,7,202,-4,25,1016,SW,38.93385046,3,9
,2017,12,31,7,50,22,10,1026,NW,35.84930566,3,7
,2022,9,16,6,270,14,10,1000,SW,20.44011572,4,5
,2013,10,12,10,276,10,37,1025,SW,42.29485684,1,5
,2022,9,19,19,140,-3,10,1002,SE,26.73695474,8,7
,2017,10,30,6,274,-6,-7,1021,SW,3.260421971,5,1
,2016,5,16,21,289,11,-10,997,SE,12.97031451,7,4
,2014,3,15,6,51,13,15,996,NW,23.0886418,0,6
,2017,8,29,16,26,15,-9,1006,SW,5.172461936,5,2
,2011,9,9,14,156,2,-2,1011,SE,28.55405964,5,7
,2012,9,16,20,238,15,34,1023,NE,6.028408084,7,2
,2013,11,27,20,155,-17,7,1009,SE,10.02540927,0,3
,2019,1,2,6,290,-23,37,997,NE,44.69918307,4,9
,2014,12,25,19,135,17,37,1011,SE,49.9906194,2,9
,2014,10,10,16,143,-17,31,1016,NE,27.5126672,5,5
,2010,5,12,18,105,-30,30,1023,SW,30.98243051,8,5
,2010,10,18,13,157,-15,0,1010,NE,39.87155735,9,1
,2021,12,18,19,145,-13,14,1004,SW,34.80697481,2,1
,2020,9,28,4,1,-24,15,994,SW,9.123327233,8,2
,2010,11,4,11,76,-16,25,1027,SE,20.58357623,8,2
,2014,3,2,23,131,-7,31,1006,SW,26.75582595,0,3
,2011,7,7,23,89,18,24,997,NW,17.98559961,1,3
,2012,9,19,11,262,20,27,1008,NE,8.805308488,3,3
,2017,2,11,1,107,24,-8,994,SE,36.8056672,6,9
,2021,2,30,3,73,-18,30,1012,SW,9.942320254,1,9
,2019,5,13,1,38,-22,24,1008,NE,13.02429644,6,2
,2017,8,29,4,158,25,39,1003,NE,14.32598076,4,0
,2021,10,20,19,70,25,29,999,NW,8.088961524,9,8
,2019,5,31,1,240,-16,11,1020,NE,42.47758115,6,1
,2011,8,17,12,297,26,-3,1002,SE,30.53081594,8,2
,2017,4,31,2,35,27,4,1011,SE,41.7374065,8,1
,2020,9,10,14,83,4,34,1026,SW,24.68646568,2,5
,2021,4,16,18,262,-7,-4,1028,SW,25.97815201,2,5
,2018,5,20,15,171,2,8,999,SE,30.80723151,6,0
,2019,12,16,13,172,-15,29,1020,NE,18.5459772,4,3
,2019,12,20,22,46,-23,31,1024,NE,24.82920474,4,9
,2015,12,20,3,140,-2,6,1002,NW,27.34575645,4,4
,2010,7,16,16,117,-8,-10,1019,SW,47.67712181,8,5
,2020,9,27,20,276,14,34,1023,NE,44.14540659,3,4
,2020,5,25,21,213,0,18,1025,NE,6.462292374,5,2
,2012,7,19,21,219,9,2,1024,SW,2.06412334,5,2
,2014,4,31,11,25,18,37,993,SE,34.01669759,6,2
,2022,2,13,1,8,23,18,993,NE,2.459933332,1,5
,2012,2,23,20,270,24,30,995,NW,3.017553248,5,3
,2012,5,20,19,9,-17,31,1017,NE,7.963169842,8,3
,2018,2,11,13,120,28,-5,1019,NE,17.58535454,2,2
,2014,2,12,20,124,22,-6,1016,NW,21.74980559,1,3
,2017,2,17,22,169,-1,23,994,SE,25.96890174,7,7
,2016,4,15,2,71,22,0,1028,NW,49.61440965,0,2
,2013,8,26,15,151,8,-2,1024,NW,19.26163774,7,9
,2012,7,3,7,207,-4,27,1028,SW,12.13765483,4,2
,2012,5,9,11,48,16,29,1004,NE,28.76262043,8,5
,2020,7,10,8,153,-15,30,1008,SE,10.75754763,8,0
,2011,6,12,0,292,20,-2,1019,NE,47.02717159,3,9
,2014,8,22,0,67,-25,-3,1027,SE,12.9627151,0,5
,2021,8,24,8,49,24,33,1021,NW,49.49670678,4,8
,2011,7,9,14,151,2,29,1029,SW,20.93340952,6,2
,2011,5,24,9,18,13,-8,1018,NW,40.63430037,8,1
,2021,6,5,16,99,-13,2,995,NE,32.41401625,9,2
,2021,11,31,1,59,-15,8,1015,SW,46.67470872,8,2
,2021,11,22,2,166,-19,23,1016,SW,31.27134765,8,1
,2013,10,26,22,201,-11,21,1024,NE,29.06089897,5,3
,2015,8,2,9,145,14,38,1017,SE,32.64262223,1,7
,2021,7,28,18,163,9,5,994,SW,39.32327661,4,6
,2015,5,13,8,241,28,25,1005,SE,44.94208161,2,9
,2017,10,11,17,68,-2,7,1007,SE,13.340745,5,8
,2020,8,9,2,174,-1,3,1002,SE,10.04435459,4,7
,2015,4,22,8,48,-5,19,1014,SW,1.717484783,9,6
,2015,6,8,21,107,-9,-9,999,NW,18.50396015,0,5
,2013,4,23,10,225,2,2,1018,SW,42.30925114,9,2
,2021,12,15,8,160,27,16,999,NW,3.492871432,9,9
,2014,5,28,4,118,22,6,995,SW,26.92600382,1,3
,2020,10,29,19,148,8,20,1005,NW,34.73943181,4,7
,2016,3,16,17,149,16,4,1014,NW,41.84265166,5,1
,2019,2,10,11,292,-2,9,993,SW,29.1715161,0,5
,2020,11,2,16,142,-9,-6,1026,SE,9.31600051,6,0
,2018,1,30,20,159,14,-4,1023,SE,48.22681291,2,6
,2013,3,15,16,10,-18,7,1008,NW,4.73257552,0,3
,2019,11,18,15,137,29,0,1022,NE,38.44998059,6,0
,2010,1,13,21,77,-22,21,993,NE,4.327961192,6,4
,2015,6,31,21,76,-7,39,1023,SW,7.170955384,9,4
,2011,11,5,13,253,-16,16,1001,SW,44.91077968,2,5
,2020,2,19,22,257,5,15,1020,SW,37.65373293,5,7
,2016,3,1,8,290,-18,26,1005,NE,18.27541356,3,3
,2015,8,26,21,262,-4,34,991,SE,31.93621783,3,6
,2018,5,27,12,84,13,17,991,SW,22.86236109,8,3
,2015,12,29,2,145,6,39,1025,SW,3.326888045,6,1
,2015,2,3,23,41,-24,-9,995,SE,36.05638082,5,7
,2013,2,23,4,124,-23,9,1012,NW,38.16278619,8,4
,2021,3,10,23,166,6,-7,1028,SW,44.11706931,2,9
,2018,3,15,7,240,10,2,1026,NE,27.03186733,3,3
,2012,8,25,2,279,-17,13,1005,NE,33.65689755,8,1
,2010,5,16,22,187,27,37,1008,SW,21.90252092,3,6
,2020,8,27,15,18,-19,27,1013,NE,15.94546296,6,4
,2019,4,29,3,67,5,29,1016,SE,20.58499976,8,8
,2017,9,4,8,217,21,37,996,NW,45.58761783,3,6
,2017,3,24,6,101,9,34,1019,NW,8.208564252,8,8
,2020,2,22,17,41,-14,18,1003,SW,12.42499088,6,9
,2010,6,20,16,287,9,25,1004,SW,30.30953957,3,9
,2018,11,3,21,166,22,-9,1001,NW,5.814066078,2,4
,2011,4,5,5,108,-2,30,1018,NW,44.59322558,5,5
,2015,2,3,9,35,-4,7,1012,SW,2.361818593,2,7
,2018,6,8,4,231,-30,38,1002,NE,37.76561466,6,9
,2022,4,27,14,228,21,-3,998,SW,18.68640236,0,5
,2015,10,28,1,163,3,4,1013,SE,2.558278681,6,3
,2016,11,6,14,72,-27,30,1028,SW,42.14639469,2,1
