No,year,month,day,hour,pm2.5,DEWP,TEMP,PRES,cbwd,Iws,Is,Ir
3764,2011,6,6,19,114,18,26,998,cv,0.89,0,0
3765,2011,6,6,20,123,18,24,999,SE,1.79,0,0
3766,2011,6,6,21,145,18,23,999,SE,3.58,0,0
3767,2011,6,6,22,163,18,22,999,NE,1.79,0,0
3768,2011,6,6,23,170,18,22,999,NE,3.58,0,0
3769,2011,6,7,0,163,18,21,998,SE,1.79,0,0
3770,2011,6,7,1,166,17,20,998,cv,0.89,0,0
3771,2011,6,7,2,167,17,19,998,cv,1.78,0,0
3772,2011,6,7,3,201,17,20,998,cv,2.67,0,0
3773,2011,6,7,4,201,17,19,998,NE,0.89,0,0
3774,2011,6,7,5,204,17,18,998,cv,0.89,0,0
3775,2011,6,7,6,217,18,19,998,NW,0.89,0,0
3776,2011,6,7,7,206,17,23,998,NW,2.68,0,0
3777,2011,6,7,8,241,18,24,998,cv,0.89,0,0
3778,2011,6,7,9,237,18,27,998,SE,1.79,0,0
3779,2011,6,7,10,231,17,30,997,SE,3.58,0,0
3780,2011,6,7,11,177,16,32,997,cv,0.89,0,0
3781,2011,6,7,12,160,16,34,996,SE,3.13,0,0
3782,2011,6,7,13,152,16,34,994,SE,8.05,0,0
3783,2011,6,7,14,102,16,35,994,SE,13.86,0,0
3784,2011,6,7,15,66,14,34,993,SE,18.78,0,0
3785,2011,6,7,16,69,14,36,993,SE,22.8,0,0
3786,2011,6,7,17,69,14,34,993,SE,25.93,0,0
3787,2011,6,7,18,82,19,26,997,NW,17.88,0,2
3788,2011,6,7,19,37,19,22,995,SE,3.13,0,0
3789,2011,6,7,20,47,19,22,995,SE,4.92,0,1
3790,2011,6,7,21,55,20,22,996,NE,1.79,0,0
3791,2011,6,7,22,58,19,22,996,NE,3.58,0,0
3792,2011,6,7,23,59,19,22,997,NE,4.47,0,0
3793,2011,6,8,0,66,19,23,996,cv,4.02,0,0
3794,2011,6,8,1,61,17,23,1000,NW,11.18,0,2
3795,2011,6,8,2,35,17,19,998,NW,20.12,0,3
3796,2011,6,8,3,9,16,19,995,NW,31.3,0,4
3797,2011,6,8,4,7,16,19,996,NW,37.11,0,5
3798,2011,6,8,5,6,16,19,997,NW,41.13,0,6
3799,2011,6,8,6,7,17,19,998,cv,0.89,0,0
3800,2011,6,8,7,7,17,19,998,cv,1.78,0,0
3801,2011,6,8,8,20,18,23,999,NW,3.13,0,0
3802,2011,6,8,9,13,16,26,999,NW,6.26,0,0
3803,2011,6,8,10,27,15,28,999,NW,10.28,0,0
3804,2011,6,8,11,24,14,30,999,NW,13.41,0,0
3805,2011,6,8,12,14,13,31,999,NW,16.54,0,0
3806,2011,6,8,13,22,14,33,999,cv,1.79,0,0
3807,2011,6,8,14,33,15,32,999,SE,4.02,0,0
3808,2011,6,8,15,49,14,33,998,SE,7.15,0,0
3809,2011,6,8,16,26,15,33,998,SE,10.28,0,0
3810,2011,6,8,17,22,15,31,998,SE,14.3,0,0
3811,2011,6,8,18,27,16,30,998,SE,17.43,0,0
3812,2011,6,8,19,28,17,29,999,SE,20.56,0,0
3813,2011,6,8,20,40,18,27,1000,SE,24.58,0,0
3814,2011,6,8,21,29,18,25,1001,SE,28.6,0,0
3815,2011,6,8,22,33,19,24,1001,SE,31.73,0,0
3816,2011,6,8,23,47,19,24,1002,SE,34.86,0,0
3817,2011,6,9,0,53,19,23,1002,SE,36.65,0,0
3818,2011,6,9,1,86,19,21,1003,SE,38.44,0,0
3819,2011,6,9,2,151,19,20,1003,cv,0.89,0,0
3820,2011,6,9,3,210,18,20,1004,SE,1.79,0,0
3821,2011,6,9,4,188,18,19,1004,NW,0.89,0,0
3822,2011,6,9,5,176,18,19,1004,NW,2.68,0,0
3823,2011,6,9,6,184,19,21,1005,NE,0.89,0,0
3824,2011,6,9,7,190,19,23,1005,cv,0.89,0,0
3825,2011,6,9,8,196,19,24,1005,cv,1.78,0,0
3826,2011,6,9,9,189,19,25,1005,cv,3.57,0,0
3827,2011,6,9,10,165,19,27,1005,cv,4.46,0,0
3828,2011,6,9,11,152,18,30,1004,SE,1.79,0,0
3829,2011,6,9,12,126,17,30,1003,cv,0.89,0,0
3830,2011,6,9,13,111,17,32,1002,SE,3.13,0,0
3831,2011,6,9,14,112,16,32,1002,SE,6.26,0,0
3832,2011,6,9,15,106,13,33,1001,SE,12.07,0,0
3833,2011,6,9,16,76,15,32,1001,SE,16.09,0,0
3834,2011,6,9,17,67,16,32,1000,SE,19.22,0,0
3835,2011,6,9,18,92,13,31,1000,SE,24.14,0,0
3836,2011,6,9,19,62,15,29,1000,SE,28.16,0,0
3837,2011,6,9,20,75,15,29,1000,SE,31.29,0,0
3838,2011,6,9,21,96,17,27,1000,SE,33.08,0,0
3839,2011,6,9,22,123,18,25,1001,SE,34.87,0,0
3840,2011,6,9,23,119,18,26,1001,SE,36.66,0,0
3841,2011,6,10,0,121,18,25,1000,SE,38.45,0,0
3842,2011,6,10,1,121,19,24,1000,SE,41.58,0,0
3843,2011,6,10,2,121,19,23,1000,SE,45.6,0,0
3844,2011,6,10,3,108,18,22,1000,cv,0.89,0,0
3845,2011,6,10,4,117,19,22,1000,SE,1.79,0,0
3846,2011,6,10,5,176,18,22,1000,SE,3.58,0,0
3847,2011,6,10,6,199,18,23,1000,SE,7.6,0,0
3848,2011,6,10,7,185,17,24,1001,cv,1.79,0,0
3849,2011,6,10,8,173,17,25,1001,cv,2.68,0,0
3850,2011,6,10,9,172,18,26,1000,cv,3.57,0,0
3851,2011,6,10,10,141,18,28,1000,SE,1.79,0,0
3852,2011,6,10,11,130,18,30,1000,SE,3.58,0,0
3853,2011,6,10,12,132,16,32,999,cv,1.79,0,0
3854,2011,6,10,13,117,14,34,998,SE,5.81,0,0
3855,2011,6,10,14,91,13,35,997,SE,12.96,0,0
3856,2011,6,10,15,83,12,35,997,SE,20.11,0,0
3857,2011,6,10,16,71,13,35,996,SE,25.92,0,0
3858,2011,6,10,17,80,12,33,997,SE,31.73,0,0
3859,2011,6,10,18,92,13,33,997,SE,36.65,0,0
3860,2011,6,10,19,80,15,25,1001,NE,7.15,0,0
3861,2011,6,10,20,48,16,23,1002,NE,12.96,0,1
3862,2011,6,10,21,64,17,23,1003,NE,14.75,0,2
3863,2011,6,10,22,74,18,22,1003,NE,17.88,0,0
3864,2011,6,10,23,84,18,21,1003,SE,4.02,0,0
3865,2011,6,11,0,96,18,21,1004,SE,7.15,0,0
3866,2011,6,11,1,122,18,20,1004,SE,10.28,0,0
3867,2011,6,11,2,53,18,20,1003,SE,12.07,0,0
3868,2011,6,11,3,52,18,19,1003,SE,13.86,0,0
3869,2011,6,11,4,57,17,20,1003,cv,0.89,0,0
3870,2011,6,11,5,87,18,19,1003,cv,1.78,0,0
3871,2011,6,11,6,95,18,20,1004,SE,1.79,0,0
3872,2011,6,11,7,109,17,21,1004,cv,0.89,0,0
3873,2011,6,11,8,96,18,22,1004,cv,1.78,0,0
3874,2011,6,11,9,91,18,24,1005,cv,3.57,0,0
3875,2011,6,11,10,82,18,26,1004,cv,5.36,0,0
3876,2011,6,11,11,73,18,27,1004,cv,6.25,0,0
3877,2011,6,11,12,81,18,27,1003,SE,3.13,0,0
3878,2011,6,11,13,67,17,28,1002,SE,4.92,0,0
3879,2011,6,11,14,74,16,29,1001,cv,3.13,0,0
3880,2011,6,11,15,85,17,29,1000,SE,5.81,0,0
3881,2011,6,11,16,29,15,22,1002,SE,12.96,0,0
3882,2011,6,11,17,25,14,22,1002,SE,16.09,0,0
3883,2011,6,11,18,39,15,22,1003,cv,0.89,0,0
3884,2011,6,11,19,27,15,22,1004,SE,1.79,0,0
3885,2011,6,11,20,33,16,21,1005,cv,0.89,0,0
3886,2011,6,11,21,43,16,21,1005,cv,1.78,0,0
3887,2011,6,11,22,55,16,21,1006,NE,1.79,0,0
3888,2011,6,11,23,48,14,22,1007,NW,4.02,0,1
3889,2011,6,12,0,20,13,21,1007,NW,8.04,0,0
3890,2011,6,12,1,16,13,20,1007,NW,9.83,0,0
3891,2011,6,12,2,18,14,18,1006,NE,0.89,0,0
3892,2011,6,12,3,14,14,18,1006,NW,1.79,0,0
3893,2011,6,12,4,12,13,19,1006,NW,2.68,0,0
3894,2011,6,12,5,18,15,17,1007,cv,0.89,0,0
3895,2011,6,12,6,10,15,19,1007,NE,0.89,0,0
3896,2011,6,12,7,19,13,23,1008,NW,1.79,0,0
3897,2011,6,12,8,15,13,24,1008,NW,4.92,0,0
3898,2011,6,12,9,12,13,26,1008,NW,8.05,0,0
3899,2011,6,12,10,11,10,29,1007,NW,12.07,0,0
3900,2011,6,12,11,10,10,30,1007,NW,15.2,0,0
3901,2011,6,12,12,11,9,32,1007,NW,18.33,0,0
3902,2011,6,12,13,13,9,32,1006,NW,22.35,0,0
3903,2011,6,12,14,22,9,33,1005,cv,3.13,0,0
3904,2011,6,12,15,15,9,35,1004,cv,4.92,0,0
3905,2011,6,12,16,14,8,34,1004,cv,5.81,0,0
3906,2011,6,12,17,17,10,33,1003,SE,3.13,0,0
3907,2011,6,12,18,46,12,31,1004,SE,6.26,0,0
3908,2011,6,12,19,48,12,30,1004,SE,11.18,0,0
3909,2011,6,12,20,49,12,29,1005,SE,14.31,0,0
3910,2011,6,12,21,39,13,27,1006,SE,17.44,0,0
3911,2011,6,12,22,34,16,25,1006,SE,20.57,0,0
3912,2011,6,12,23,45,16,23,1006,NE,3.13,0,0
3913,2011,6,13,0,52,16,23,1006,SE,3.13,0,0
3914,2011,6,13,1,63,16,23,1006,SE,4.92,0,0
3915,2011,6,13,2,79,17,21,1007,cv,0.89,0,0
3916,2011,6,13,3,85,17,20,1007,cv,1.78,0,0
3917,2011,6,13,4,95,17,19,1007,SE,1.79,0,0
3918,2011,6,13,5,96,17,19,1007,cv,0.89,0,0
3919,2011,6,13,6,98,17,20,1008,cv,1.78,0,0
3920,2011,6,13,7,117,17,23,1008,SE,1.79,0,0
3921,2011,6,13,8,119,17,23,1008,SE,3.58,0,0
3922,2011,6,13,9,103,17,26,1008,SE,5.37,0,0
3923,2011,6,13,10,98,18,27,1007,cv,1.79,0,0
3924,2011,6,13,11,96,17,29,1007,SE,3.13,0,0
3925,2011,6,13,12,98,17,29,1007,SE,6.26,0,0
3926,2011,6,13,13,95,16,31,1006,SE,9.39,0,0
3927,2011,6,13,14,88,15,32,1005,cv,1.79,0,0
3928,2011,6,13,15,83,14,34,1004,SE,3.13,0,0
3929,2011,6,13,16,69,14,34,1004,SE,6.26,0,0
3930,2011,6,13,17,65,13,34,1003,SE,9.39,0,0
3931,2011,6,13,18,63,15,32,1002,SE,13.41,0,0
3932,2011,6,13,19,45,16,31,1003,SE,16.54,0,0
3933,2011,6,13,20,70,17,28,1003,SE,18.33,0,0
3934,2011,6,13,21,63,19,28,1004,SE,22.35,0,0
3935,2011,6,13,22,116,19,26,1005,SE,24.14,0,0
3936,2011,6,13,23,127,19,25,1004,SE,27.27,0,0
3937,2011,6,14,0,132,18,25,1004,SE,31.29,0,0
3938,2011,6,14,1,147,17,23,1004,SE,34.42,0,0
3939,2011,6,14,2,156,17,23,1004,SE,37.55,0,0
3940,2011,6,14,3,125,16,22,1004,cv,0.89,0,0
3941,2011,6,14,4,100,16,22,1004,cv,1.78,0,0
3942,2011,6,14,5,93,16,21,1004,SE,1.79,0,0
3943,2011,6,14,6,94,16,22,1004,SE,3.58,0,0
3944,2011,6,14,7,94,16,24,1004,SE,5.37,0,0
3945,2011,6,14,8,133,16,26,1004,SE,7.16,0,0
3946,2011,6,14,9,153,16,28,1004,SE,8.95,0,0
3947,2011,6,14,10,187,16,30,1004,cv,1.79,0,0
3948,2011,6,14,11,195,16,31,1003,SE,3.13,0,0
3949,2011,6,14,12,205,17,31,1003,SE,7.15,0,0
3950,2011,6,14,13,234,17,33,1002,SE,11.17,0,0
3951,2011,6,14,14,236,17,34,1001,SE,18.32,0,0
3952,2011,6,14,15,231,17,34,1000,SE,24.13,0,0
3953,2011,6,14,16,220,19,34,1000,SE,29.94,0,0
3954,2011,6,14,17,175,15,33,1000,SE,35.75,0,0
3955,2011,6,14,18,146,14,32,1000,SE,38.88,0,1
3956,2011,6,14,19,151,17,31,1001,cv,0.89,0,2
3957,2011,6,14,20,141,16,27,1002,SE,4.02,0,3
3958,2011,6,14,21,142,20,23,1003,NW,4.92,0,5
3959,2011,6,14,22,123,19,23,1003,NW,8.05,0,0
3960,2011,6,14,23,78,19,23,1003,NW,12.07,0,0
3961,2011,6,15,0,54,20,22,1002,NE,1.79,0,0
3962,2011,6,15,1,71,20,22,1002,SE,1.79,0,0
3963,2011,6,15,2,106,19,21,1002,cv,0.89,0,0
3964,2011,6,15,3,128,19,21,1001,cv,1.78,0,0
3965,2011,6,15,4,124,19,21,1002,SE,0.89,0,0
3966,2011,6,15,5,135,19,21,1002,cv,0.89,0,0
3967,2011,6,15,6,167,20,21,1003,cv,1.78,0,0
3968,2011,6,15,7,165,19,23,1003,cv,2.67,0,0
3969,2011,6,15,8,171,19,24,1003,SE,1.79,0,0
3970,2011,6,15,9,170,20,25,1003,SE,4.92,0,0
3971,2011,6,15,10,156,20,27,1003,SE,8.05,0,0
3972,2011,6,15,11,167,20,29,1003,SE,11.18,0,0
3973,2011,6,15,12,175,21,30,1003,SE,14.31,0,0
3974,2011,6,15,13,164,20,31,1002,SE,20.12,0,0
3975,2011,6,15,14,153,20,30,1001,SE,25.93,0,0
3976,2011,6,15,15,152,20,29,1001,SE,31.74,0,0
3977,2011,6,15,16,158,20,29,1001,SE,35.76,0,1
3978,2011,6,15,17,144,18,29,1001,SE,39.78,0,0
3979,2011,6,15,18,142,15,28,1001,SE,42.91,0,1
3980,2011,6,15,19,135,19,21,1004,NE,5.81,0,2
3981,2011,6,15,20,165,18,21,1003,SE,4.02,0,0
3982,2011,6,15,21,198,17,22,1004,cv,0.89,0,0
3983,2011,6,15,22,195,17,22,1005,cv,1.78,0,0
3984,2011,6,15,23,138,18,21,1005,cv,2.67,0,1
3985,2011,6,16,0,154,18,21,1004,NW,1.79,0,2
3986,2011,6,16,1,192,19,21,1005,NW,4.92,0,3
3987,2011,6,16,2,177,16,21,1005,NW,10.73,0,0
3988,2011,6,16,3,120,16,21,1005,NW,14.75,0,0
3989,2011,6,16,4,96,17,20,1006,cv,0.89,0,0
3990,2011,6,16,5,80,17,18,1006,cv,1.78,0,0
3991,2011,6,16,6,91,17,18,1006,NW,1.79,0,0
3992,2011,6,16,7,76,17,19,1006,cv,0.89,0,0
3993,2011,6,16,8,69,17,20,1007,cv,1.78,0,0
3994,2011,6,16,9,69,17,20,1007,cv,2.67,0,0
3995,2011,6,16,10,80,16,21,1007,SE,1.79,0,0
3996,2011,6,16,11,95,17,22,1007,NE,3.13,0,0
3997,2011,6,16,12,95,17,22,1006,SE,3.13,0,0
3998,2011,6,16,13,97,17,23,1006,SE,6.26,0,0
3999,2011,6,16,14,124,18,23,1005,SE,8.05,0,0
4000,2011,6,16,15,140,18,24,1005,SE,11.18,0,0
4001,2011,6,16,16,123,18,23,1005,SE,14.31,0,0
4002,2011,6,16,17,139,18,23,1005,SE,16.1,0,0
4003,2011,6,16,18,144,17,23,1006,SE,16.99,0,0
4004,2011,6,16,19,135,18,22,1006,cv,0.89,0,0
4005,2011,6,16,20,137,18,23,1007,SE,1.79,0,0
4006,2011,6,16,21,113,17,22,1007,SE,4.92,0,0
4007,2011,6,16,22,117,17,22,1008,cv,0.89,0,0
4008,2011,6,16,23,114,17,21,1008,SE,3.13,0,0
4009,2011,6,17,0,115,17,21,1008,SE,6.26,0,0
4010,2011,6,17,1,134,17,21,1008,SE,9.39,0,0
4011,2011,6,17,2,134,17,21,1008,SE,11.18,0,0
4012,2011,6,17,3,125,17,21,1008,cv,0.89,0,0
4013,2011,6,17,4,106,17,21,1008,cv,1.78,0,0
4014,2011,6,17,5,121,18,20,1009,cv,2.23,0,0
4015,2011,6,17,6,110,18,21,1009,NW,3.13,0,0
4016,2011,6,17,7,115,18,22,1009,NW,4.92,0,0
4017,2011,6,17,8,102,17,24,1009,cv,0.89,0,0
4018,2011,6,17,9,88,17,24,1009,cv,1.78,0,0
4019,2011,6,17,10,87,18,25,1009,cv,2.67,0,0
4020,2011,6,17,11,85,18,26,1009,cv,4.46,0,0
4021,2011,6,17,12,88,18,28,1008,cv,6.25,0,0
4022,2011,6,17,13,85,19,29,1008,SE,1.79,0,0
4023,2011,6,17,14,80,18,29,1007,cv,3.13,0,0
4024,2011,6,17,15,67,18,30,1007,SE,3.13,0,0
4025,2011,6,17,16,66,16,30,1006,cv,1.79,0,0
4026,2011,6,17,17,69,18,30,1006,SE,4.02,0,0
4027,2011,6,17,18,79,19,29,1006,SE,8.04,0,0
4028,2011,6,17,19,89,19,27,1006,SE,11.17,0,0
4029,2011,6,17,20,87,19,25,1007,SE,12.96,0,0
4030,2011,6,17,21,104,19,24,1007,SE,14.75,0,0
4031,2011,6,17,22,135,19,24,1008,SE,15.64,0,0
4032,2011,6,17,23,142,19,23,1008,SE,17.43,0,0
4033,2011,6,18,0,151,19,22,1008,SE,18.32,0,0
4034,2011,6,18,1,179,19,21,1008,cv,0.89,0,0
4035,2011,6,18,2,190,19,21,1008,SE,1.79,0,0
4036,2011,6,18,3,194,19,21,1007,cv,0.89,0,0
4037,2011,6,18,4,212,19,20,1008,cv,1.78,0,0
4038,2011,6,18,5,257,19,20,1008,NE,0.89,0,0
4039,2011,6,18,6,244,19,20,1008,NE,1.78,0,0
4040,2011,6,18,7,257,20,23,1008,cv,0.45,0,0
4041,2011,6,18,8,227,21,24,1007,cv,1.34,0,0
4042,2011,6,18,9,198,20,26,1007,cv,2.23,0,0
4043,2011,6,18,10,180,20,28,1007,cv,3.12,0,0
4044,2011,6,18,11,154,19,30,1007,cv,4.01,0,0
4045,2011,6,18,12,132,20,31,1007,NE,1.79,0,0
4046,2011,6,18,13,106,19,32,1006,SE,3.13,0,0
4047,2011,6,18,14,95,19,33,1005,cv,1.79,0,0
4048,2011,6,18,15,101,15,33,1005,SE,4.02,0,0
4049,2011,6,18,16,110,15,33,1005,SE,8.04,0,0
4050,2011,6,18,17,99,18,33,1004,SE,12.06,0,0
4051,2011,6,18,18,113,20,31,1004,SE,16.98,0,0
4052,2011,6,18,19,147,19,30,1005,SE,20.11,0,0
4053,2011,6,18,20,269,20,27,1006,SE,25.03,0,0
4054,2011,6,18,21,285,20,26,1006,SE,29.95,0,0
4055,2011,6,18,22,245,21,25,1007,SE,33.97,0,0
4056,2011,6,18,23,237,20,23,1008,SE,35.76,0,0
4057,2011,6,19,0,221,20,22,1008,SE,37.55,0,0
4058,2011,6,19,1,221,20,22,1008,SE,39.34,0,0
4059,2011,6,19,2,201,19,21,1008,SE,42.47,0,0
4060,2011,6,19,3,195,19,21,1008,SE,44.26,0,0
4061,2011,6,19,4,205,19,20,1008,cv,0.89,0,0
4062,2011,6,19,5,242,19,20,1008,cv,1.78,0,0
4063,2011,6,19,6,235,20,21,1008,SE,0.89,0,0
4064,2011,6,19,7,209,20,21,1009,cv,0.89,0,0
4065,2011,6,19,8,199,20,23,1009,cv,1.78,0,0
4066,2011,6,19,9,198,21,25,1008,cv,2.67,0,0
4067,2011,6,19,10,205,20,26,1008,cv,3.56,0,0
4068,2011,6,19,11,207,21,27,1007,SE,1.79,0,0
4069,2011,6,19,12,201,20,29,1007,cv,1.79,0,0
4070,2011,6,19,13,182,21,30,1006,cv,3.58,0,0
4071,2011,6,19,14,167,20,31,1005,SE,1.79,0,0
4072,2011,6,19,15,161,20,31,1005,SE,4.92,0,0
4073,2011,6,19,16,167,20,31,1005,SE,8.94,0,0
4074,2011,6,19,17,155,20,32,1004,SE,12.07,0,0
4075,2011,6,19,18,149,19,31,1004,SE,16.09,0,0
4076,2011,6,19,19,158,19,29,1005,SE,20.11,0,0
4077,2011,6,19,20,203,19,28,1005,SE,24.13,0,0
4078,2011,6,19,21,209,18,26,1006,SE,28.15,0,0
4079,2011,6,19,22,206,18,25,1006,SE,32.17,0,0
4080,2011,6,19,23,217,17,24,1006,SE,33.96,0,0
4081,2011,6,20,0,222,18,23,1006,SE,34.85,0,0
4082,2011,6,20,1,236,17,23,1006,SE,36.64,0,0
4083,2011,6,20,2,207,18,23,1006,SE,38.43,0,0
4084,2011,6,20,3,254,18,22,1006,cv,0.89,0,0
4085,2011,6,20,4,205,18,22,1006,cv,1.78,0,0
4086,2011,6,20,5,230,18,20,1006,NE,0.89,0,0
4087,2011,6,20,6,214,19,21,1006,cv,0.89,0,0
4088,2011,6,20,7,187,19,23,1006,cv,1.78,0,0
4089,2011,6,20,8,192,20,24,1006,cv,2.67,0,0
4090,2011,6,20,9,184,20,25,1006,cv,3.56,0,0
4091,2011,6,20,10,174,20,26,1006,SE,1.79,0,0
4092,2011,6,20,11,185,20,29,1005,cv,0.89,0,0
4093,2011,6,20,12,173,19,30,1004,cv,2.68,0,0
4094,2011,6,20,13,158,20,31,1003,SE,1.79,0,0
4095,2011,6,20,14,165,21,32,1003,SE,4.92,0,0
4096,2011,6,20,15,134,20,34,1002,SE,8.05,0,0
4097,2011,6,20,16,104,15,35,1002,SE,13.86,0,0
4098,2011,6,20,17,120,15,34,1001,SE,18.78,0,0
4099,2011,6,20,18,111,14,33,1001,SE,22.8,0,0
4100,2011,6,20,19,139,14,32,1002,SE,25.93,0,0
4101,2011,6,20,20,173,16,30,1002,SE,27.72,0,0
4102,2011,6,20,21,192,18,28,1003,SE,29.51,0,0
4103,2011,6,20,22,181,18,27,1003,SE,30.4,0,0
4104,2011,6,20,23,183,18,26,1003,SE,32.19,0,0
4105,2011,6,21,0,199,17,27,1003,SE,33.98,0,0
4106,2011,6,21,1,183,17,27,1003,SE,37.11,0,0
4107,2011,6,21,2,158,18,26,1003,SE,40.24,0,0
4108,2011,6,21,3,160,18,26,1003,SE,43.37,0,0
4109,2011,6,21,4,161,18,25,1003,SE,44.26,0,0
4110,2011,6,21,5,171,19,24,1004,SE,46.05,0,0
4111,2011,6,21,6,176,19,24,1004,SE,47.84,0,0
4112,2011,6,21,7,176,20,26,1004,SE,49.63,0,0
4113,2011,6,21,8,172,20,27,1004,SE,51.42,0,0
4114,2011,6,21,9,169,19,29,1004,SE,54.55,0,0
4115,2011,6,21,10,178,19,32,1004,SE,58.57,0,0
4116,2011,6,21,11,149,19,33,1003,cv,4.02,0,0
4117,2011,6,21,12,164,15,34,1003,SE,7.15,0,0
4118,2011,6,21,13,117,15,34,1002,SE,12.96,0,0
4119,2011,6,21,14,120,15,35,1001,SE,18.77,0,0
4120,2011,6,21,15,109,15,35,1001,SE,23.69,0,0
4121,2011,6,21,16,106,16,35,1000,SE,29.5,0,0
4122,2011,6,21,17,137,15,34,1000,SE,33.52,0,0
4123,2011,6,21,18,91,15,33,1000,SE,37.54,0,0
4124,2011,6,21,19,91,15,32,1000,SE,41.56,0,0
4125,2011,6,21,20,101,15,31,1000,SE,43.35,0,0
4126,2011,6,21,21,116,16,30,1000,SE,46.48,0,0
4127,2011,6,21,22,145,16,29,1000,SE,49.61,0,0
4128,2011,6,21,23,164,17,28,1000,SE,52.74,0,0
4129,2011,6,22,0,166,18,27,1000,SE,55.87,0,0
4130,2011,6,22,1,156,18,27,1000,SE,59,0,0
4131,2011,6,22,2,146,19,27,1000,SE,62.13,0,0
4132,2011,6,22,3,137,19,26,999,SE,65.26,0,0
4133,2011,6,22,4,145,19,26,999,SE,68.39,0,0
4134,2011,6,22,5,146,19,25,999,SE,70.18,0,0
4135,2011,6,22,6,204,19,25,999,cv,0.89,0,0
4136,2011,6,22,7,231,20,26,999,cv,1.78,0,0
4137,2011,6,22,8,217,20,26,999,SE,1.79,0,0
4138,2011,6,22,9,187,20,26,999,SE,4.92,0,0
4139,2011,6,22,10,194,20,26,999,SE,8.05,0,0
4140,2011,6,22,11,204,20,26,999,SE,11.18,0,0
4141,2011,6,22,12,251,21,27,999,cv,0.89,0,0
4142,2011,6,22,13,337,21,27,998,SE,1.79,0,0
4143,2011,6,22,14,402,21,27,998,SE,3.58,0,0
4144,2011,6,22,15,432,21,27,998,SE,5.37,0,0
4145,2011,6,22,16,442,21,27,998,SE,7.16,0,0
4146,2011,6,22,17,459,21,27,997,SE,8.95,0,0
4147,2011,6,22,18,445,22,27,997,SE,10.74,0,0
4148,2011,6,22,19,352,22,27,997,SE,12.53,0,0
4149,2011,6,22,20,399,22,27,997,SE,15.66,0,0
4150,2011,6,22,21,132,22,26,998,SE,18.79,0,0
4151,2011,6,22,22,99,22,26,998,SE,21.92,0,0
4152,2011,6,22,23,136,22,24,998,cv,0.89,0,1
4153,2011,6,23,0,139,22,24,998,SE,1.79,0,2
4154,2011,6,23,1,145,22,24,998,SE,3.58,0,0
4155,2011,6,23,2,152,23,23,997,SE,5.37,0,1
4156,2011,6,23,3,150,23,23,997,cv,0.89,0,0
4157,2011,6,23,4,152,22,23,997,SE,1.79,0,0
4158,2011,6,23,5,185,22,23,997,SE,3.58,0,0
4159,2011,6,23,6,166,22,23,998,SE,6.71,0,0
4160,2011,6,23,7,169,22,23,998,SE,9.84,0,0
4161,2011,6,23,8,182,22,23,998,SE,12.97,0,0
4162,2011,6,23,9,166,22,24,998,SE,16.99,0,0
4163,2011,6,23,10,160,22,24,998,SE,21.01,0,0
4164,2011,6,23,11,169,22,25,998,SE,24.14,0,0
4165,2011,6,23,12,185,22,25,998,SE,28.16,0,0
4166,2011,6,23,13,184,22,25,998,SE,32.18,0,1
4167,2011,6,23,14,182,22,25,997,SE,36.2,0,0
4168,2011,6,23,15,163,22,25,997,SE,40.22,0,0
4169,2011,6,23,16,179,21,25,998,SE,45.14,0,1
4170,2011,6,23,17,194,19,20,999,NE,3.13,0,2
4171,2011,6,23,18,133,19,20,999,NW,4.92,0,3
4172,2011,6,23,19,51,19,20,999,NE,3.13,0,4
4173,2011,6,23,20,44,19,20,1002,SE,3.13,0,5
4174,2011,6,23,21,34,19,20,1003,SE,6.26,0,6
4175,2011,6,23,22,36,19,20,1004,SE,10.28,0,7
4176,2011,6,23,23,29,18,19,1004,NE,3.13,0,0
4177,2011,6,24,0,49,19,20,1005,NE,6.26,0,0
4178,2011,6,24,1,54,17,18,1005,NE,9.39,0,1
4179,2011,6,24,2,22,17,18,1005,NE,13.41,0,2
4180,2011,6,24,3,25,16,18,1006,NW,5.81,0,3
4181,2011,6,24,4,11,16,17,1006,NW,10.73,0,4
4182,2011,6,24,5,25,16,17,1007,NW,14.75,0,5
4183,2011,6,24,6,18,16,17,1007,NW,17.88,0,6
4184,2011,6,24,7,9,17,18,1008,NW,21.9,0,7
4185,2011,6,24,8,8,17,19,1009,NW,26.82,0,0
4186,2011,6,24,9,11,18,21,1009,NW,30.84,0,0
4187,2011,6,24,10,16,16,23,1009,NW,34.86,0,0
4188,2011,6,24,11,22,17,25,1009,NE,3.13,0,0
4189,2011,6,24,12,18,15,26,1009,cv,1.79,0,0
4190,2011,6,24,13,25,16,26,1009,cv,4.92,0,0
4191,2011,6,24,14,20,14,28,1009,cv,6.71,0,0
4192,2011,6,24,15,23,15,27,1009,NW,3.13,0,0
4193,2011,6,24,16,25,15,28,1008,SE,4.02,0,0
4194,2011,6,24,17,27,14,27,1009,cv,1.79,0,0
4195,2011,6,24,18,34,15,27,1009,cv,4.92,0,0
4196,2011,6,24,19,36,15,26,1009,NW,4.02,0,0
4197,2011,6,24,20,35,15,26,1010,NW,8.04,0,0
4198,2011,6,24,21,45,15,25,1011,NW,11.17,0,0
4199,2011,6,24,22,48,15,24,1011,cv,1.79,0,0
4200,2011,6,24,23,41,15,25,1011,NW,3.13,0,0
4201,2011,6,25,0,51,17,21,1012,NW,4.92,0,0
4202,2011,6,25,1,43,17,21,1012,NW,8.05,0,0
